Layer index,PC1,PC2,Grid x,Grid y,Run index
0,0.2054157161901041,-0.14063931440636684,1,0,50
0,-0.22377591254402796,0.006999200333691198,1,1,50
0,0.19914761313914453,-0.11639201335982892,1,2,50
0,-0.2119387311143869,-0.1997059681578608,2,0,50
0,0.2377708552615918,0.12589073988995098,2,1,50
0,-0.19138288531454833,0.16201203131619396,2,2,50
0,-0.1773853588723372,0.1254061864576025,0,0,51
0,0.2213757325414787,-0.008765287148724063,0,1,51
0,-0.24204269536222295,-0.11955201791928607,0,2,51
0,0.1651327679223541,-0.007596515858676794,1,0,51
0,-0.2473555571058962,0.13558522910564527,1,1,51
0,0.23847074682787583,0.023192153310659713,1,2,51
0,-0.16675279817816374,0.0849021083911107,2,0,51
0,0.23537642825245583,-0.039208002038695136,2,1,51
0,-0.20622395976153535,-0.12308991516099665,2,2,51
0,0.19151572710209672,0.1290858369656,0,0,52
0,-0.16714044923817029,-0.1621139636412344,0,1,52
0,0.17306538058588852,-0.07215213653512365,0,2,52
0,-0.20319334267210573,0.11041657052983733,1,0,52
0,0.23421869108793839,-0.018971593321562993,1,1,52
0,-0.19436296016515084,0.05435894759382807,1,2,52
0,0.20253316755996487,0.12319699364861857,2,0,52
0,-0.23579237554361293,-0.06301852079518516,2,1,52
0,0.2146536641807013,0.16380312898918215,2,2,52
0,-0.2150688749620618,0.10074445853027372,0,0,53
0,0.2290633612445245,-0.17336074212543703,0,1,53
0,-0.16789142260295212,0.0003617197139059401,0,2,53
0,0.2332568637005037,0.04549657930405903,1,0,53
0,-0.2161904058480135,0.16422854312199753,1,1,53
0,0.23426102420189515,0.0849327862906633,1,2,53
0,-0.2029530215233121,-0.06860216591165325,2,0,53
0,0.15737024037887096,-0.07424365139359534,2,1,53
0,-0.16560098191927664,0.14660442193122739,2,2,53
0,0.1936274656469881,-0.13448747304823908,0,0,54
0,-0.21643628482051033,0.0551474818866325,0,1,54
0,0.18130708871146003,-0.0978475855898293,0,2,54
0,-0.2015489560503483,-0.1669070261792447,1,0,54
0,0.15865916110813613,-0.13884644565148932,1,1,54
0,-0.15864608862055143,0.11067917209211664,1,2,54
0,0.211608957733948,-0.08309154291337477,2,0,54
0,-0.22305820691851866,-0.0785537926499352,2,1,54
0,0.198805537167648,0.06816958337554109,2,2,54
0,-0.18660143849650188,-0.043295422082170895,0,0,55
0,0.22923406205203797,-0.02749965906510365,0,1,55
0,-0.2148961735471305,0.13792767069853515,0,2,55
0,0.20103313809909082,-0.03822461335541692,1,0,55
0,-0.2026691804833146,0.1935587663051996,1,1,55
0,0.19235788918469218,-0.17951099556573033,1,2,55
0,-0.20580277614580852,-0.07658131337142315,2,0,55
0,0.21873999388864565,-0.014986479276128688,2,1,55
0,-0.2067103866031029,0.2003908264817684,2,2,55
0,0.1945069033620035,0.1024658642091226,0,0,56
0,-0.19438736742389243,-0.013577992626025982,0,1,56
0,0.2432674328569894,0.007054217388298057,0,2,56
0,-0.20613220069361177,0.014231510862257117,1,0,56
0,0.2132072508540631,0.1248415896188693,1,1,56
0,-0.21643708334854217,0.14408964146048292,1,2,56
0,0.17972766406635377,0.15528055437058597,2,0,56
0,-0.20926279249597818,-0.10894796361173065,2,1,56
0,0.19017946935171093,-0.13202773608410928,2,2,56
