PC1,PC2,series,Point type
-0.22239093482494354,-0.04941029101610184,Health,Background
-0.15271712839603424,-0.2945995628833771,Health,Background
-0.1851925104856491,-0.07753076404333115,Health,Background
-0.031788039952516556,-0.14195603132247925,Health,Background
-0.16917428374290466,-0.149856835603714,Health,Background
-0.05549083277583122,-0.16557028889656067,Health,Background
-0.2462039440870285,-0.09571178257465363,Health,Background
-0.20141904056072235,0.0900639221072197,Health,Background
-0.08838579058647156,-0.02541879564523697,Health,Background
-0.12815187871456146,-0.2228136956691742,Health,Background
-0.17229823768138885,-0.0864332914352417,Health,Background
-0.11685298383235931,-0.06193351373076439,Health,Background
-0.1115512102842331,-0.21605637669563293,Health,Background
-0.09347584843635559,-0.2955932319164276,Health,Background
-0.06173419579863548,-0.21544817090034485,Health,Background
-0.09347584843635559,-0.2955932319164276,Health,Background
-0.06663264334201813,-0.22252175211906433,Health,Background
-0.015190113335847855,-0.3715868890285492,Health,Background
-0.07466275990009308,-0.35328495502471924,Health,Background
-0.10535383224487305,0.012854553759098053,Health,Background
-0.15656118094921112,-0.03394894301891327,Health,Background
-0.05357508733868599,-0.25303006172180176,Health,Background
-0.06479167938232422,-0.2593183219432831,Health,Background
-0.06071104481816292,-0.050758764147758484,Health,Background
-0.012524120509624481,-0.25077351927757263,Health,Background
-0.019212543964385986,-0.3121945261955261,Health,Background
0.0008137039840221405,-0.13927382230758667,Health,Background
-0.06958197057247162,-0.2275702953338623,Health,Background
-0.027431007474660873,-0.09647393226623535,Health,Background
-0.045280132442712784,-0.03634549677371979,Health,Background
-0.003747791051864624,-0.21185243129730225,Health,Background
0.01964523456990719,-0.15391093492507935,Health,Background
-0.054336462169885635,-0.04022262245416641,Health,Background
-0.18244250118732452,-0.17164930701255798,Health,Background
-0.17601029574871063,0.0009973421692848206,Health,Background
-0.11811122298240662,0.105681411921978,Health,Background
-0.03615805134177208,-0.19626551866531372,Health,Background
